distritos,n_defunciones,anio
HUARAL,931,2020
HUARANCHAL,29,2020
HUARANGO,42,2020
HUARAZ,556,2020
HUARI,75,2020
HUARIACA,51,2020
HUARIBAMBA,36,2020
HUARICOLCA,21,2020
HUARIPAMPA,10,2020
HUARMACA,151,2020
HUARMEY,193,2020
HUARO,17,2020
HUAROCHIRI,47,2020
HUAROCONDO,45,2020
HUAROS,6,2020
HUASAHUASI,76,2020
HUASICANCHA,6,2020
HUASMIN,34,2020
HUASO,8,2020
HUASTA,14,2020
HUATA,31,2020
HUATASANI,18,2020
HUAURA,216,2020
HUAYHUAY,6,2020
HUAYACUNDOARMA,4,2020
HUAYAN,5,2020
HUAYANA,5,2020
HUAYLAS,20,2020
HUAYLILLAS,7,2020
HUAYLLABAMBA,45,2020
HUAYLLACAYAN,4,2020
HUAYLLAHUARA,8,2020
HUAYLLAN,17,2020
HUAYLLAPAMPA,5,2020
HUAYLLAY,50,2020
HUAYNACOTAS,20,2020
HUAYO,4,2020
HUAYOPATA,42,2020
HUAYRAPATA,20,2020
HUAYTARA,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
HUAYRAPATA,NA,2020
Distrito,NA,2020
HUAYTARA,16,2020
HUAYUCACHI,64,2020
HUEPETUHE,37,2020
HUERTAS,16,2020
HUICUNGO,32,2020
HUIMBAYOC,7,2020
HUMAY,41,2020
IBERIA,32,2020
ICA,1665,2020
ICHOCAN,24,2020
ICHUA,8,2020
ICHUPAMPA,6,2020
IGNACIOESCUDERO,145,2020
IGUAIN,7,2020
IHUARI,15,2020
IHUAYLLO,11,2020
ILABAYA,17,2020
ILAVE,325,2020
ILLIMO,101,2020
ILO,587,2020
IMAZA,56,2020
IMPERIAL,396,2020
INAHUAYA,8,2020
INAMBARI,101,2020
INCAHUASI,10,2020
INCHUPALLA,27,2020
INCLAN,9,2020
INDEPENDENCIA,2798,2020
INDIANA,61,2020
INGENIO,15,2020
INGUILPATA,1,2020
INKAWASI,13,2020
IAPARI,4,2020
IPARIA,25,2020
IQUITOS,1742,2020
IRAY,7,2020
IRAZOLA,31,2020
ISLAY,27,2020
ITE,15,2020
ITUATA,17,2020
IZCUCHACA,3,2020
JACASCHICO,13,2020
JACASGRANDE,26,2020
JACOBOHUNTER,494,2020
JAEN,716,2020
JAMALCA,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
JAEN,NA,2020
Distrito,NA,2020
JAMALCA,7,2020
JANGAS,30,2020
JANJAILLO,3,2020
JAQUI,8,2020
JAUJA,148,2020
JAYANCA,165,2020
JAZAN,43,2020
JEBEROS,5,2020
JENAROHERRERA,33,2020
JEPELACIO,45,2020
JEQUETEPEQUE,19,2020
JESUS,118,2020
JESUSMARIA,1363,2020
JESUSNAZARENO,125,2020
JILILI,8,2020
JIRCAN,6,2020
JIVIA,6,2020
JORGECHAVEZ,4,2020
JOSECRESPOYCASTILLO,133,2020
JOSEDOMINGOCHOQUE,40,2020
JOSEGALVEZ,17,2020
JOSELEONARDOORTIZ,1090,2020
JOSELUISBUSTAMANTE,739,2020
JOSEMANUELQUIROZ,14,2020
JOSEMARIAARGUEDAS,12,2020
JOSEMARIAQUIMPER,31,2020
JOSESABOGAL,27,2020
JUANESPINOZAMEDRANO,15,2020
JUANGUERRA,30,2020
JUANJUI,276,2020
JULCAMARCA,11,2020
JULCAN,68,2020
JULI,99,2020
JULIACA,1877,2020
JUMBILLA,15,2020
JUNIN,76,2020
JUSTOAPUSAHUARAURA,5,2020
KAQUIABAMBA,13,2020
KELLUYO,21,2020
KIMBIRI,87,2020
KISHUARA,29,2020
KOSIPATA,25,2020
KUNTURKANKI,31,2020
LAARENA,222,2020
LABANDADESHILCAYO,225,2020
LABREA,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
Distrito,NA,2020
LABANDADESHILCAYO,NA,2020
LABREA,54,2020
LACAPILLA,8,2020
LACOIPA,43,2020
LACRUZ,66,2020
LACUESTA,6,2020
LAESPERANZA,1486,2020
LAFLORIDA,23,2020
LAHUACA,94,2020
LAJALCA,29,2020
LAJOYA,230,2020
LALIBERTAD,5,2020
LALIBERTADDEPALLAN,12,2020
LAMATANZA,129,2020
